temp, avelx, avely, avelz
1.189286, -0.347826, 1.600000, 1.460870
1.210714, -0.347826, 1.600000, 1.460870
1.253571, -0.347826, 1.669565, 1.391304
1.271429, -0.347826, 1.600000, 1.391304
1.367857, -0.347826, 1.600000, 1.460870
1.392857, -0.347826, 1.600000, 1.391304
1.446429, -0.347826, 1.600000, 1.460870
1.500000, -0.347826, 1.669565, 1.460870
1.535714, -0.417391, 1.600000, 1.460870
1.589286, -0.347826, 1.600000, 1.460870
1.660714, -0.347826, 1.600000, 1.460870
1.725000, -0.347826, 1.669565, 1.391304
1.760714, -0.347826, 1.669565, 1.460870
1.821429, -0.347826, 1.669565, 1.391304
1.907143, -0.278261, 1.669565, 1.391304
1.932143, -0.347826, 1.669565, 1.391304
2.007143, -0.347826, 1.669565, 1.460870
2.025000, -0.347826, 1.669565, 1.391304
2.053571, -0.208696, 1.669565, 1.460870
2.103571, -0.347826, 1.669565, 1.391304
2.117857, -0.347826, 1.669565, 1.391304
2.125000, -0.278261, 1.669565, 1.460870
2.139286, -0.347826, 1.669565, 1.391304
2.167857, -0.347826, 1.669565, 1.391304
2.178571, -0.347826, 1.669565, 1.460870
2.228571, -0.347826, 1.669565, 1.460870
2.282143, -0.278261, 1.669565, 1.391304
2.360714, -0.278261, 1.669565, 1.391304
2.407143, -0.278261, 1.669565, 1.391304
2.467857, -0.347826, 1.669565, 1.391304
2.503571, -0.278261, 1.669565, 1.391304
2.539286, -0.278261, 1.669565, 1.460870
2.585714, -0.347826, 1.669565, 1.391304
2.596429, -0.278261, 1.669565, 1.391304
2.596429, -0.278261, 1.669565, 1.391304
2.600000, -0.278261, 1.669565, 1.460870
2.600000, -0.278261, 1.669565, 1.460870
2.603571, -0.278261, 1.669565, 1.391304
2.742857, -0.278261, 1.669565, 1.391304
2.785714, -0.278261, 1.669565, 1.391304
2.882143, -0.347826, 1.669565, 1.391304
2.928571, -0.278261, 1.739130, 1.460870
2.992857, -0.278261, 1.669565, 1.391304
3.014286, -0.278261, 1.739130, 1.391304
3.028571, -0.347826, 1.739130, 1.391304
3.050000, -0.278261, 1.739130, 1.391304
3.057143, -0.347826, 1.739130, 1.460870
3.082143, -0.347826, 1.739130, 1.391304
3.121429, -0.278261, 1.739130, 1.321739
3.146429, -0.347826, 1.669565, 1.460870
3.250000, -0.347826, 1.739130, 1.391304
3.264286, -0.347826, 1.669565, 1.391304
3.317857, -0.347826, 1.739130, 1.460870
3.485714, -0.278261, 1.739130, 1.391304
3.503571, -0.278261, 1.739130, 1.391304
3.503571, -0.278261, 1.739130, 1.391304
3.510714, -0.278261, 1.739130, 1.391304
3.528571, -0.208696, 1.739130, 1.391304
3.560714, -0.278261, 1.739130, 1.391304
3.625000, -0.278261, 1.739130, 1.391304
3.710714, -0.278261, 1.739130, 1.391304
3.775000, -0.278261, 1.739130, 1.391304
3.864286, -0.208696, 1.739130, 1.391304
3.932143, -0.347826, 1.739130, 1.321739
3.982143, -0.278261, 1.739130, 1.391304
4.242857, -0.208696, 2.295652, 1.182609
4.417857, -0.278261, 1.808696, 1.391304
4.425000, -14.052174, 1.739130, 5.426087
4.428571, -0.278261, 1.808696, 1.391304
4.317857, -0.278261, 1.808696, 1.321739
4.353571, -0.278261, 1.808696, 1.391304
4.421429, -0.208696, 1.739130, 1.391304
4.421429, -0.278261, 1.808696, 1.391304
4.414286, -0.208696, 1.739130, 1.391304
4.421429, -0.208696, 1.808696, 1.391304
4.425000, -0.208696, 1.808696, 1.391304
4.428571, -0.208696, 1.739130, 1.391304
4.428571, -0.278261, 1.739130, 1.391304
4.421429, -0.278261, 1.808696, 1.391304
4.439286, -0.208696, 1.808696, 1.321739
4.471429, -0.278261, 1.739130, 1.391304
4.517857, -0.208696, 1.808696, 1.391304
4.521429, -0.208696, 1.808696, 1.391304
4.564286, -0.278261, 1.808696, 1.391304
4.585714, -0.278261, 1.808696, 1.321739
4.607143, -0.278261, 1.808696, 1.391304
4.696429, -0.208696, 1.808696, 1.391304
4.739286, -0.278261, 1.878261, 1.321739
4.735714, -0.278261, 1.808696, 1.321739
4.778571, -0.278261, 1.808696, 1.321739
4.792857, -0.278261, 1.808696, 1.391304
4.817857, -0.278261, 1.808696, 1.321739
4.828571, -0.278261, 1.808696, 1.321739
4.842857, -0.278261, 1.808696, 1.391304
4.864286, -0.278261, 1.808696, 1.391304
4.871429, -0.208696, 1.808696, 1.391304
4.875000, -0.278261, 1.808696, 1.391304
4.882143, -0.278261, 1.808696, 1.391304
4.892857, -0.208696, 1.808696, 1.321739
4.907143, -0.208696, 1.808696, 1.321739
4.928571, -0.278261, 1.808696, 1.391304
4.960714, -0.208696, 1.808696, 1.391304
5.007143, -0.278261, 1.808696, 1.391304
5.032143, -0.278261, 1.808696, 1.391304
5.075000, -0.208696, 1.808696, 1.321739
5.117857, -0.208696, 1.808696, 1.391304
5.139286, -0.208696, 1.808696, 1.321739
5.157143, -0.278261, 1.878261, 1.321739
5.182143, -0.208696, 1.808696, 1.391304
5.321429, -0.278261, 1.808696, 1.391304
5.253571, -0.278261, 1.878261, 1.321739
5.303571, -0.208696, 1.808696, 1.321739
5.282143, -0.278261, 1.878261, 1.391304
5.317857, -0.278261, 1.808696, 1.391304
5.325000, -0.208696, 1.878261, 1.321739
5.342857, -0.208696, 1.878261, 1.321739
5.346429, -0.208696, 1.878261, 1.321739
5.364286, -0.208696, 1.808696, 1.391304
5.382143, -0.208696, 1.878261, 1.391304
5.400000, -0.208696, 1.878261, 1.391304
5.500000, -0.208696, 1.878261, 1.321739
5.539286, -0.208696, 1.878261, 1.391304
5.567857, -0.208696, 1.878261, 1.321739
5.642857, -0.208696, 1.878261, 1.321739
5.639286, -0.278261, 1.878261, 1.321739
5.682143, -0.208696, 1.808696, 1.391304
5.692857, -0.278261, 1.878261, 1.321739
5.696429, -0.208696, 1.878261, 1.391304
5.739286, -0.208696, 1.878261, 1.321739
5.760714, -0.208696, 1.878261, 1.321739
5.764286, -0.208696, 1.878261, 1.321739
5.792857, -0.208696, 1.878261, 1.391304
5.796429, -0.208696, 1.878261, 1.321739
5.800000, -0.208696, 1.878261, 1.321739
5.832143, -0.208696, 1.878261, 1.321739
5.875000, -0.208696, 1.878261, 1.321739
5.921429, -0.278261, 1.878261, 1.321739
5.950000, -0.208696, 1.878261, 1.321739
5.967857, -0.208696, 1.878261, 1.321739
5.978571, -0.139130, 1.878261, 1.321739
6.010714, -0.208696, 1.878261, 1.321739
6.042857, -0.208696, 1.878261, 1.391304
6.103571, -0.208696, 1.878261, 1.391304
6.185714, -0.208696, 1.878261, 1.321739
6.182143, -0.208696, 1.878261, 1.321739
6.196429, -0.139130, 1.878261, 1.321739
6.203571, -0.208696, 1.878261, 1.321739
6.242857, -0.208696, 1.878261, 1.321739
6.246429, -0.208696, 1.878261, 1.321739
6.260714, -0.208696, 1.878261, 1.321739
6.260714, -0.208696, 1.878261, 1.321739
6.260714, -0.208696, 1.878261, 1.321739
6.325000, -0.208696, 1.878261, 1.321739
6.350000, -0.208696, 1.878261, 1.321739
6.403571, -0.208696, 1.878261, 1.321739
6.460714, -0.208696, 1.878261, 1.321739
6.507143, -0.208696, 1.878261, 1.321739
6.546429, -0.208696, 1.878261, 1.321739
6.607143, -0.139130, 1.878261, 1.321739
6.642857, -0.208696, 1.878261, 1.321739
6.635714, -0.208696, 1.878261, 1.321739
6.667857, -0.208696, 1.878261, 1.321739
6.685714, -0.208696, 1.878261, 1.321739
6.685714, -0.208696, 1.947826, 1.321739
6.696429, -0.139130, 1.878261, 1.321739
6.714286, -0.208696, 1.947826, 1.321739
6.739286, -0.208696, 1.947826, 1.321739
6.760714, -0.208696, 1.947826, 1.321739
6.771429, -0.208696, 1.878261, 1.321739
6.853571, -0.278261, 1.947826, 1.321739
6.850000, -0.208696, 1.947826, 1.252174
6.885714, -0.208696, 1.947826, 1.321739
6.935714, -0.208696, 1.947826, 1.321739
6.953571, -0.208696, 1.947826, 1.321739
6.953571, -0.208696, 1.947826, 1.321739
7.003571, -0.208696, 1.947826, 1.321739
7.028571, -0.208696, 1.947826, 1.321739
7.050000, -0.139130, 1.947826, 1.321739
7.082143, -0.208696, 1.947826, 1.321739
7.135714, -0.139130, 1.947826, 1.321739
7.157143, -0.208696, 1.947826, 1.321739
7.160714, -0.139130, 1.947826, 1.321739
7.160714, -0.278261, 1.947826, 1.321739
7.164286, -0.139130, 1.947826, 1.321739
7.175000, -0.208696, 1.947826, 1.321739
7.235714, -0.208696, 1.947826, 1.321739
7.285714, -0.208696, 1.947826, 1.321739
7.282143, -0.208696, 1.947826, 1.321739
7.360714, -0.208696, 1.947826, 1.252174
7.392857, -0.208696, 1.947826, 1.321739
7.442857, -0.208696, 1.947826, 1.252174
7.492857, -0.208696, 1.947826, 1.321739
7.496429, -0.208696, 1.947826, 1.321739
7.535714, -0.139130, 1.947826, 1.321739
7.550000, -0.208696, 1.947826, 1.252174
7.575000, -0.208696, 1.947826, 1.252174
7.592857, -0.208696, 1.947826, 1.321739
7.592857, -0.208696, 2.017391, 1.252174
7.617857, -0.208696, 1.947826, 1.321739
7.621429, -0.208696, 1.947826, 1.321739
7.628571, -0.208696, 2.017391, 1.321739
7.653571, -0.208696, 1.947826, 1.321739
7.678571, -0.139130, 1.947826, 1.252174
7.682143, -0.139130, 1.947826, 1.321739
7.700000, -0.208696, 1.947826, 1.321739
7.760714, -0.208696, 2.017391, 1.252174
7.775000, -0.139130, 1.947826, 1.252174
7.810714, -0.208696, 2.017391, 1.321739
7.839286, -0.208696, 1.947826, 1.252174
7.850000, -0.208696, 2.017391, 1.252174
7.867857, -0.208696, 2.017391, 1.252174
7.928571, -0.139130, 2.017391, 1.252174
7.985714, -0.208696, 2.017391, 1.252174
8.035714, -0.208696, 2.017391, 1.321739
8.021429, -0.208696, 2.017391, 1.321739
8.071429, -0.208696, 2.017391, 1.321739
8.064286, -0.208696, 2.017391, 1.321739
8.082143, -0.208696, 2.017391, 1.252174
8.078571, -0.139130, 2.017391, 1.321739
8.085714, -0.208696, 2.017391, 1.252174
8.100000, -0.139130, 2.017391, 1.252174
8.089286, -0.139130, 2.017391, 1.252174
8.103571, -0.208696, 2.017391, 1.252174
8.125000, -0.208696, 2.017391, 1.321739
8.157143, -0.139130, 2.017391, 1.321739
8.253571, -0.139130, 2.017391, 1.252174
8.278571, -0.208696, 2.017391, 1.252174
8.346429, -0.208696, 2.017391, 1.321739
8.367857, -0.208696, 2.017391, 1.252174
8.396429, -0.208696, 2.017391, 1.252174
8.421429, -0.139130, 2.017391, 1.252174
8.432143, -0.208696, 2.017391, 1.252174
8.478571, -0.139130, 2.017391, 1.321739
8.464286, -0.208696, 2.017391, 1.252174
8.492857, -0.208696, 2.017391, 1.321739
8.503571, -0.208696, 2.017391, 1.252174
8.521429, -0.208696, 2.017391, 1.252174
8.532143, -0.139130, 2.017391, 1.252174
8.525000, -0.139130, 2.017391, 1.252174
8.539286, -0.139130, 2.017391, 1.252174
8.553571, -0.208696, 2.017391, 1.252174
8.582143, -0.208696, 2.017391, 1.252174
8.625000, -0.139130, 2.017391, 1.321739
8.632143, -0.208696, 2.017391, 1.252174
8.657143, -0.208696, 2.017391, 1.252174
8.703571, -0.208696, 2.017391, 1.252174
8.714286, -0.139130, 2.017391, 1.252174
8.742857, -0.139130, 2.086957, 1.321739
8.753571, -0.139130, 2.017391, 1.252174
8.775000, -0.139130, 2.017391, 1.252174
8.882143, -0.069565, 2.086957, 1.252174
8.828571, -0.139130, 2.017391, 1.252174
8.878571, -0.208696, 2.017391, 1.252174
8.907143, -0.139130, 2.017391, 1.252174
8.946429, -0.208696, 2.017391, 1.321739
8.971429, -0.208696, 2.017391, 1.252174
8.978571, -0.139130, 2.086957, 1.252174
8.996429, -0.208696, 2.017391, 1.252174
8.992857, -0.208696, 2.017391, 1.321739
8.992857, -0.139130, 2.017391, 1.252174
9.000000, -0.208696, 2.086957, 1.252174
9.003571, -0.139130, 2.086957, 1.252174
9.007143, -0.139130, 2.017391, 1.321739
9.042857, -0.139130, 2.086957, 1.252174
9.089286, -0.139130, 2.086957, 1.252174
9.132143, -0.139130, 2.086957, 1.252174
9.192857, -0.208696, 2.017391, 1.252174
9.214286, -0.208696, 2.086957, 1.252174
9.264286, -0.139130, 2.086957, 1.252174
9.278571, -0.139130, 2.086957, 1.252174
9.342857, -0.208696, 2.086957, 1.252174
9.353571, -0.139130, 2.086957, 1.252174
9.364286, -0.139130, 2.086957, 1.252174
9.367857, -0.139130, 2.086957, 1.252174
9.385714, -0.139130, 2.086957, 1.321739
9.400000, -0.139130, 2.086957, 1.252174
9.407143, -0.208696, 2.086957, 1.252174
9.425000, -0.139130, 2.086957, 1.252174
9.428571, -0.139130, 2.086957, 1.252174
9.450000, -0.208696, 2.017391, 1.252174
9.457143, -0.208696, 2.086957, 1.252174
9.464286, -0.208696, 2.086957, 1.252174
9.500000, -0.139130, 2.086957, 1.252174
9.525000, -0.139130, 2.086957, 1.252174
9.532143, -0.208696, 2.086957, 1.252174
9.578571, -0.139130, 2.086957, 1.252174
9.603571, -0.139130, 2.086957, 1.252174
9.625000, -0.139130, 2.086957, 1.252174
9.621429, -0.139130, 2.086957, 1.252174
9.646429, -0.139130, 2.086957, 1.252174
9.675000, -0.208696, 2.017391, 1.321739
9.728571, -0.139130, 2.086957, 1.252174
9.707143, -0.139130, 2.086957, 1.252174
9.778571, -0.139130, 2.086957, 1.252174
9.807143, -0.139130, 2.086957, 1.252174
9.835714, -0.139130, 2.156522, 1.252174
9.860714, -0.139130, 2.086957, 1.252174
9.889286, -0.139130, 2.086957, 1.252174
9.907143, -0.139130, 2.086957, 1.252174
9.907143, -0.069565, 2.086957, 1.252174
9.910714, -0.139130, 2.086957, 1.252174
9.917857, -0.139130, 2.086957, 1.252174
9.942857, -0.139130, 2.086957, 1.252174
9.950000, -0.139130, 2.086957, 1.252174
10.039286, -0.139130, 2.086957, 1.252174
10.103571, -0.139130, 2.086957, 1.252174
10.142857, -0.139130, 2.086957, 1.252174
10.178571, -0.208696, 2.086957, 1.252174
10.242857, -0.139130, 2.156522, 1.252174
10.285714, -0.208696, 2.086957, 1.252174
10.289286, -0.139130, 2.086957, 1.252174
10.464286, -0.139130, 2.156522, 1.252174
10.821429, -0.278261, 2.156522, 1.252174
10.828571, -3.756522, 3.060870, 1.321739
11.032143, -40.904348, -1.391304, 6.400000
11.103571, -41.182609, -1.182609, 6.052174
11.217857, -41.113043, -1.182609, 6.052174
11.260714, -41.113043, -1.043478, 6.121739
11.278571, -41.182609, -0.904348, 5.286957
11.296429, -41.182609, -0.904348, 5.426087
11.321429, -41.182609, -1.043478, 5.426087
11.428571, -41.321739, -1.043478, 5.704348
11.500000, -41.321739, -1.043478, 5.704348
11.542857, -41.391304, -0.973913, 5.704348
11.567857, -41.321739, -0.973913, 5.634783
11.592857, -41.321739, -0.973913, 5.704348
11.614286, -41.391304, -1.043478, 5.634783
11.657143, -41.321739, -0.973913, 5.704348
11.685714, -41.321739, -0.973913, 5.704348
11.717857, -41.321739, -1.043478, 5.704348
11.771429, -41.321739, -0.973913, 5.704348
11.800000, -41.391304, -0.973913, 5.704348
11.835714, -41.391304, -0.973913, 5.634783
11.875000, -41.113043, -1.182609, 5.982609
11.875000, -41.113043, -1.182609, 6.052174
11.878571, -41.182609, -1.113043, 6.121739
11.914286, -41.043478, -1.043478, 5.147826
11.975000, -41.113043, -1.043478, 5.495652
12.032143, -40.695652, -1.043478, 5.773913
12.064286, -41.321739, -0.973913, 5.704348
12.139286, -41.321739, -0.973913, 5.634783
12.164286, -41.391304, -0.973913, 5.704348
12.189286, -41.391304, -0.973913, 5.704348
12.192857, -41.391304, -0.973913, 5.704348
12.200000, -41.391304, -1.043478, 5.704348
12.210714, -41.391304, -0.973913, 5.704348
12.221429, -41.391304, -1.043478, 5.704348
12.221429, -41.391304, -0.973913, 5.704348
12.232143, -41.391304, -0.973913, 5.704348
12.260714, -41.391304, -0.973913, 5.704348
12.314286, -41.391304, -0.973913, 5.704348
12.403571, -41.391304, -0.973913, 5.704348
12.417857, -41.321739, -0.973913, 5.704348
12.442857, -41.391304, -0.973913, 5.704348
12.457143, -41.321739, -0.973913, 5.704348
12.475000, -41.391304, -1.043478, 5.704348
12.485714, -41.391304, -1.043478, 5.704348
12.500000, -41.321739, -0.973913, 5.704348
12.528571, -41.391304, -0.973913, 5.704348
12.532143, -41.391304, -1.043478, 5.704348
12.550000, -41.391304, -0.973913, 5.704348
12.575000, -41.321739, -1.043478, 5.704348
12.610714, -41.321739, -0.973913, 5.704348
12.621429, -41.391304, -0.973913, 5.704348
12.657143, -41.391304, -0.973913, 5.704348
12.689286, -41.321739, -1.043478, 5.704348
12.707143, -41.391304, -0.973913, 5.773913
12.735714, -41.321739, -0.973913, 5.704348
12.760714, -41.321739, -1.043478, 5.704348
12.800000, -41.391304, -0.973913, 5.704348
12.828571, -41.321739, -1.043478, 5.634783
12.850000, -41.391304, -0.973913, 5.704348
12.882143, -41.321739, -0.973913, 5.704348
12.903571, -41.321739, -1.043478, 5.704348
12.900000, -41.321739, -0.973913, 5.704348
12.921429, -41.391304, -0.973913, 5.704348
12.939286, -41.391304, -1.043478, 5.704348
12.989286, -41.321739, -1.043478, 5.704348
12.996429, -41.321739, -0.973913, 5.704348
13.035714, -41.321739, -0.973913, 5.704348
13.067857, -41.321739, -1.043478, 5.704348
13.082143, -41.321739, -0.973913, 5.704348
13.092857, -41.321739, -1.043478, 5.704348
13.100000, -41.321739, -0.973913, 5.704348
13.107143, -41.321739, -0.973913, 5.704348
13.110714, -41.321739, -0.973913, 5.704348
13.121429, -41.391304, -0.973913, 5.704348
13.117857, -41.321739, -0.973913, 5.773913
13.128571, -41.391304, -1.043478, 5.704348
13.132143, -41.321739, -0.973913, 5.704348
13.142857, -41.391304, -0.973913, 5.773913
13.153571, -41.321739, -1.043478, 5.704348
13.153571, -41.321739, -0.973913, 5.704348
13.171429, -41.391304, -1.043478, 5.773913
13.214286, -41.391304, -0.973913, 5.634783
13.267857, -41.321739, -1.043478, 5.704348
13.307143, -41.321739, -1.043478, 5.704348
13.332143, -41.321739, -1.043478, 5.704348
13.335714, -41.321739, -1.043478, 5.704348
13.364286, -41.321739, -1.043478, 5.704348
13.367857, -41.391304, -1.043478, 5.704348
13.385714, -41.321739, -0.973913, 5.704348
13.396429, -41.321739, -1.043478, 5.704348
13.407143, -41.391304, -0.973913, 5.704348
13.417857, -41.321739, -1.043478, 5.704348
13.439286, -41.252174, -1.043478, 5.704348
